id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
90,1,1.3,C,"90 - Pour exercer une activité de gestion de portefeuille, le Prestataire de Service d'Investissement revêt le statut de :",Conseiller en investissement financier,Etablissement de crédit,Société de gestion de portefeuille,C,RGAMF 316-2 et suivants
91,1,1.3,C,"91 - L'inscription au registre de l'ORIAS (Organisme pour le registre unique des intermédiaires en assurance, banque et finance) :",N'a pas de date d'expiration,Doit être renouvelée chaque année,Ne peut pas être radiée,B,L. 546-1 et R. 546-3-III du Code monétaire et financier
92,1,1.3,C,"92 - Avant de formuler un conseil, le CIF (Conseiller en Investissements Financiers) et son client doivent signer une lettre de mission qui précise :",La fréquence des contacts entre le CIF et le client,Les modalités de rémunération du CIF,Les diplômes et l'expérience professionnelle du CIF,B,RG AMF art 325-6
93,1,1.3,C,93 - Quelle est l'activité habituelle d'un CIF (conseiller en investissements financiers) ?,Fournir des recommandations générales concernant des instruments financiers à des fins d'information ou de publicité.,"Fournir des recommandations personnalisées à un tiers, soit à sa demande, soit à l'initiative de l'entreprise qui fournit le conseil, concernant une ou plusieurs transactions portant sur des instruments financiers.",Déposer les fonds qu'ils ont reçu du public sur un compte ouvert auprès de la CDC (Caisse des Dépôts et Consignations).,B,"C. mon. fin., art. D 321-1 / C. envir., art. L 229-7."
94,1,1.3,C,94 - Qui effectue le premier niveau de contrôle des conseillers en investissements financiers ?,L'association professionnelle dont ils relèvent,L'ORIAS,L'AMF,A,Loi de Sécurité Financière n° 2003-706 du 01/08/2003
95,1,1.3,C,"95 - A quelle condition, un établissement de crédit peut-il distribuer des instruments financiers ?","Dès qu'il a son agrément de prestataire de services d'investissement délivré par l'ACPR, après approbation par l'AMF",Dès qu'il est inscrit auprès d'une association professionnelle de Conseillers en investissements financiers,Dès qu'il a son agrément d'établissement de crédit par l'ACPR,A,Article L.532-1 du CMF
96,1,1.3,C,"96 - Outre le conseil, quelles activités un CIF (conseiller en investissements financiers) peut-il pratiquer, sous réserve de respecter les obligations légales afférentes ?",Il peut proposer des services de paiement.,Il peut procéder à des saisies-attributions.,Il peut faire des opérations de démarchage financier en vue d'obtenir un accord sur une prestation de conseil en investissement (sous certaines conditions).,C,"C. mon. fin., art. L 341-3."
97,1,1.3,C,97 - Qu'est-ce qu'un agent général d'assurance ?,Un commerçant indépendant mettant en relation l'assuré et l'assureur,Un professionnel qui conseille et propose à son client des stratégies d'investissement,Un représentant d'une compagnie d'assurance qui place ses contrats auprès de ses clients,C,Décret n 96-502 du 15/10/1996 révisé le 13/06/2019
98,1,1.3,C,98 - Un IOBSP (Intermédiaire en opérations de banque et en services de paiement) est :,Un établissement qui fournit des conseils sur des instruments financiers ou des services de paiement,"Une personne qui, contre rémunération, aide à la conclusion d'opérations de banque ou de services de paiement",Une personne physique salariée d'un établissement de crédit,B,Statut posé par l'article L 519-1 du Code Monétaire et Financier (modifié par la loi n 2010-1249 DU 22/10/2010) dans son article 36 et par l'ordonnance 2016-351 du 25 Mars 2016
100,1,1.3,C,100 - Un CIF (conseiller en investissement financier) qui fournit un service de conseil en investissement doit :,Informer ses clients si les conseils sont fournis de manière indépendante ou non,Obligatoirement être affilié à un réseau bancaire ou d'assurance,Fournir son CV à tous ses clients,A,RG AMF art 325-6
101,1,1.3,C,101 - Le statut de conseillers en investissements participatifs est-il cumulable avec d'autres statuts ?,"Oui, il peut être cumulé avec celui de IOBSP - Intermédiaire en opérations de banque et en services de paiement","Oui, il peut être cumulé avec celui d'IFP - Intermédiaires en financement participatif.","Oui, il peut être cumulé avec celui de CIF - Conseiller en investissements financiers",B,Article L547-1 du CMF
102,1,1.3,C,"102 - S'agissant des entreprises d'assurance, quelle affirmation est exacte ?",Les entreprises d'assurance sont des intermédiaires en opérations de banque et services de paiement,Les entreprises d'assurance peuvent être des intermédiaires en bourse sur les marchés organisés,Les entreprises d'assurance peuvent proposer des instruments financiers,C,"Voir le site :
https://www.amf-france.org/Epargne-Info-Service/Savoir-bien-investir/Choisir-un-professionnel/A-qui-s-adresser"
103,1,1.3,C,103 - Tous les établissements de crédit sont tenus d'adhérer à un organisme professionnel ou à un organe central lui-même affilié à :,L'Association française des établissements de crédit et des entreprises d'investissement.,La Banque Mondiale,L'Association française bancaire,A,L. 511-29 CMF
104,1,1.3,C,104 - Un CIF peut-il cumuler son activité avec d'autres statuts ?,"Non , le statut de CIF est exclusif de toute autre activité",Oui les CIF peuvent exercer d'autres activités de conseil en gestion de patrimoine.,"Oui, le CIF a le droit d'exercer une seule autre activité. Il est limité à deux statuts.",B,Article L541-4-1 du CMF
105,1,1.3,C,105 - Tout conseiller en investissements financiers :,"Est libre d'adhérer, ou non, à une association professionnelle de son choix",A l'obligation d'adhérer à une association professionnelle agréée par l'Autorité des Marchés Financiers (AMF),A l'obligation d'adhérer à une association professionnelle agréée par l'Autorité de Contrôle Prudentiel et de Résolution (ACPR),B,"Art. L 541-4, I et III CMF"
106,1,1.3,C,106 - Qu'est-ce qu'un IOBSP (Intermédiaire en Opérations de Banque et en Services de Paiement) ?,"Une personne qui propose à titre habituel et contre rémunération, l'intermédiation en opérations de banque sans se porter ducroire",Une personne employée au guichet dans un établissement de crédit,Le nouveau nom des agences en libre service,A,L 519-1 Code Monétaire et Financier
107,1,1.3,C,107 - Qui agrée les associations représentatives des CIF (Conseillers en Investissement Financiers) ?,L'ACPR (Autorité de Contrôle Prudentiel et de Résolution),L'AMF (Autorité des Marchés Financiers),L'ORIAS (Organisme pour le Registre des Intermédiaires en Assurance),B,Article 325-2 Règlement Général de l'AMF
108,1,1.3,C,108 - Quelle est l'activité principale des CIF (Conseillers en Investissements Financiers) ?,Conseiller leurs clients sur la réalisation d'investissements financiers et d'opérations en biens divers.,Déposer les fonds qu'ils ont reçu de leurs clients sur un compte ouvert auprès de la CDC (Caisse des Dépôts et Consignations).,Mettre au point de nouveaux produits d'investissements financiers et de nouvelles offres sur biens divers.,A,"C. mon. fin., art. L 541-1."
109,1,1.3,C,109 - A combien de mandats est limité un agent lié ?,A un seul. Il ne peut agir qu'en vertu d'un mandat donné par un PSI unique.,Il est limité à 3 mandats et doit les afficher,Il n'y a pas de limite au nombre de mandats,A,Article L545-2 du CMF
110,1,1.3,C,110 - Quels établissements peuvent recevoir un agrément en tant que prestataires de services d'investissement ?,Les établissements de crédit uniquement,"Les établissements de crédit, les entreprises d'assurance et les fonds de pension","Les établissements de crédit, les entreprises d'investissement et les sociétés de gestion de portefeuille",C,Article L531-1 du code monétaire et financier
111,1,1.3,C,"111 - Quel professionnel a l'obligation de s'inscrire sur le registre unique d'immatriculation des intermédiaires en assurance, banque et finance tenu par l'ORIAS ?",Un agent général d'assurance,Un chargé de clientèle particuliers,Un trader salarié d'un PSI (Prestataire de Services d'Investissement),A,CMF L546-1 / orias.fr
112,1,1.3,C,112 - Un agent général d'assurance :,A toujours le statut de CIF,Est généralement une personne physique,Les deux réponses à la fois,B,orias.fr
113,1,1.3,C,"113 - Quels sont les établissements financiers tenus d'adhérer à une association professionnelle elles-mêmes affiliée à l'Association française des établissements de crédit et des entreprises d'investissement, l'AFECEI ?",Les entreprises d'investissement,Les chambres de compensation,Les deux réponses à la fois,C,L531-8 et L511-29 CMF
114,1,1.3,C,114 - Les PSI (Prestataires de Services d'Investissement) sont des entreprises qui exercent leur activité :,Sans aucun agrément,"Avec un agrément, quel que soit leur nombre de salariés","Avec un agrément, uniquement si elles ont plus de 10 salariés",B,CMF L532-1
115,1,1.3,C,115 - Quelle obligation est commune aux Conseillers en Investissements Financiers (CIF) et aux Conseillers en Investissements Participatifs(CIP) ?,L'immatriculation au Registre de la Banque de France,L'immatriculation sur le registre unique prévu à l'article L512-1 du Code des Assurances (ORIAS),L'immatriculation au registre tenu par l'Autorité des Marchés Financiers,B,Article L546-1 du CMF
116,1,1.3,C,116 - Quelle est l'activité principale des sociétés de gestion de portefeuille ?,"Elles exercent une activité de gestion individuelle, c'est-à-dire qu'elles gèrent les capitaux d'un investisseur particulier. La somme mise à disposition par leur client est investie individuellement en actions ou en obligations pour obtenir le meilleur rendement possible.","Elles exercent une activité de gestion collective, c'est-à-dire qu'elles gèrent les sommes mises en commun de plusieurs investisseurs. Elles utilisent ces sommes pour acquérir des instruments financiers, en fonction des objectifs de leurs clients, puis émettent des parts ou des actions qui représentant une quote-part du placement collectif.",Elles exercent principalement les activités d'octroi de crédits et de recueil de fonds remboursables du public.,B,"RG AMF, art 316-1 et s. et art. 321-1 et s."
117,1,1.3,C,117 - Auprès de quel établissement les intermédiaires en opérations de banque et en services de paiement (IOBSP) doivent-ils être immatriculés ?,Le répertoire des métiers,La Chambre de commerce dont ils dépendent,L'ORIAS,C,Article L519-3-1 du CMF
118,1,1.3,C,118 - Les entreprises d'investissements sont :,Des sociétés de gestion de portefeuille et des établissements de crédit agréées pour fournir des services d'investissement à titre accessoire et occasionnel,"Des personnes morales, y compris les sociétés de gestion de portefeuille et les établissements de crédit, qui sont agréées pour fournir à titre de profession habituelle des services d'investissement","Des personnes morales, autres que les sociétés de gestion de portefeuille et les établissements de crédit, qui sont agréées pour fournir à titre de profession habituelle des services d'investissement",C,Article L531-4 du CMF
